product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0009320,Product 9320,Description of Product 9320,632.0,Home Appliances,1002,1003,Color:Blue;Size:XL;Voltage:220V,LG,Smartphones;Kitchen
P0009321,Product 9321,Description of Product 9321,537.3,Home Appliances,1002,1004,Color:Black;Size:L;Voltage:220V,Ikea,Home;Kitchen
P0009322,Product 9322,Description of Product 9322,395.2,Toys,1005,1004,Color:White;Size:L,Philips,Home;Smartphones
P0009323,Product 9323,Description of Product 9323,662.18,Kitchen,1003,1005,Color:Blue;Size:L;Material:Plastic,Samsung,Smartphones;Furniture
P0009324,Product 9324,Description of Product 9324,314.22,Electronics,1001,1001,Color:Red;Size:M,LG,Living Room;Smartphones
P0009325,Product 9325,Description of Product 9325,831.72,Kitchen,1003,1001,Color:White;Size:M;Material:Steel,Philips,Kitchen;Furniture
P0009326,Product 9326,Description of Product 9326,900.53,Furniture,1004,1005,Color:Blue;Size:XL;Material:Plastic,Samsung,Gadgets;Home
P0009327,Product 9327,Description of Product 9327,580.85,Home Appliances,1002,1001,Color:Black;Size:M;Voltage:110V,Sony,Home;Utensils
P0009328,Product 9328,Description of Product 9328,808.79,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:220V,Ikea,Home;Furniture
P0009329,Product 9329,Description of Product 9329,938.72,Furniture,1004,1004,Color:Brown;Size:M;Material:Wood,Ikea,Gadgets;Electronics
P0009330,Product 9330,Description of Product 9330,269.1,Toys,1005,1004,Color:White;Size:L,LG,Smartphones;Living Room
P0009331,Product 9331,Description of Product 9331,565.1,Books,1006,1003,Color:Red;Size:S,LG,Furniture;Utensils
P0009332,Product 9332,Description of Product 9332,832.78,Home Appliances,1002,1003,Color:Black;Size:S;Voltage:110V,Panasonic,Electronics;Smartphones
P0009333,Product 9333,Description of Product 9333,877.77,Electronics,1001,1003,Color:Blue;Size:S,Samsung,Utensils;Electronics
P0009334,Product 9334,Description of Product 9334,474.42,Kitchen,1003,,Color:Black;Size:XL;Material:Steel,Philips,Furniture;Home
P0009335,Product 9335,Description of Product 9335,195.39,Toys,1005,1002,Color:Black;Size:M,Panasonic,Gadgets;Furniture
P0009336,Product 9336,Description of Product 9336,722.28,Kitchen,1003,1005,Color:White;Size:M;Material:Steel,Panasonic,Smartphones;Home
P0009337,Product 9337,Description of Product 9337,749.09,Kitchen,1003,1002,Color:White;Size:XL;Material:Steel,Sony,Living Room;Furniture
P0009338,Product 9338,Description of Product 9338,409.76,Furniture,1004,,Color:Red;Size:S;Material:Steel,LG,Utensils;Electronics
P0009339,Product 9339,Description of Product 9339,214.84,Furniture,1004,1002,Color:Brown;Size:M;Material:Plastic,Sony,Kitchen;Utensils
P0009340,Product 9340,Description of Product 9340,465.83,Kitchen,1003,,Color:Black;Size:XL;Material:Plastic,Philips,Smartphones;Furniture
P0009341,Product 9341,Description of Product 9341,53.56,Electronics,1001,1003,Color:Blue;Size:XL,Ikea,Electronics;Smartphones
P0009342,Product 9342,Description of Product 9342,207.52,Kitchen,1003,1002,Color:Black;Size:M;Material:Wood,LG,Gadgets;Home
P0009343,Product 9343,Description of Product 9343,647.51,Home Appliances,1002,1004,Color:Red;Size:S;Voltage:220V,Ikea,Living Room;Furniture
P0009344,Product 9344,Description of Product 9344,196.04,Electronics,1001,1004,Color:Brown;Size:M,Philips,Home;Living Room
P0009345,Product 9345,Description of Product 9345,818.03,Books,1006,1005,Color:White;Size:S,Panasonic,Electronics;Living Room
P0009346,Product 9346,Description of Product 9346,195.14,Books,1006,,Color:Brown;Size:M,Panasonic,Living Room;Smartphones
P0009347,Product 9347,Description of Product 9347,16.46,Toys,1005,1002,Color:Black;Size:S,Samsung,Living Room;Electronics
P0009348,Product 9348,Description of Product 9348,853.92,Toys,1005,1004,Color:White;Size:XL,Panasonic,Living Room;Home
P0009349,Product 9349,Description of Product 9349,493.9,Home Appliances,1002,1005,Color:Brown;Size:L;Voltage:110V,Samsung,Living Room;Kitchen
P0009350,Product 9350,Description of Product 9350,199.97,Electronics,1001,1002,Color:White;Size:L,LG,Utensils;Home
P0009351,Product 9351,Description of Product 9351,445.55,Books,1006,1001,Color:Brown;Size:M,LG,Electronics;Home
P0009352,Product 9352,Description of Product 9352,736.7,Furniture,1004,1001,Color:Brown;Size:XL;Material:Steel,Philips,Home;Electronics
P0009353,Product 9353,Description of Product 9353,225.08,Toys,1005,1002,Color:Red;Size:S,Ikea,Living Room;Utensils
P0009354,Product 9354,Description of Product 9354,324.39,Books,1006,1004,Color:White;Size:M,Philips,Smartphones;Kitchen
P0009355,Product 9355,Description of Product 9355,414.27,Furniture,1004,1004,Color:Blue;Size:S;Material:Wood,Samsung,Home;Furniture
P0009356,Product 9356,Description of Product 9356,662.4,Electronics,1001,1004,Color:White;Size:XL,Sony,Furniture;Gadgets
P0009357,Product 9357,Description of Product 9357,217.78,Furniture,1004,1004,Color:Red;Size:L;Material:Steel,Sony,Utensils;Living Room
P0009358,Product 9358,Description of Product 9358,270.18,Furniture,1004,,Color:White;Size:S;Material:Steel,Sony,Living Room;Home
P0009359,Product 9359,Description of Product 9359,577.97,Furniture,1004,1005,Color:White;Size:XL;Material:Steel,Ikea,Furniture;Smartphones
P0009360,Product 9360,Description of Product 9360,102.92,Home Appliances,1002,1001,Color:Brown;Size:XL;Voltage:220V,Ikea,Gadgets;Living Room
P0009361,Product 9361,Description of Product 9361,976.33,Furniture,1004,1001,Color:Black;Size:L;Material:Steel,Philips,Home;Utensils
P0009362,Product 9362,Description of Product 9362,558.33,Furniture,1004,1004,Color:Black;Size:XL;Material:Wood,Ikea,Furniture;Living Room
P0009363,Product 9363,Description of Product 9363,964.81,Furniture,1004,1005,Color:Black;Size:S;Material:Steel,Philips,Smartphones;Electronics
P0009364,Product 9364,Description of Product 9364,93.65,Books,1006,,Color:Brown;Size:M,Sony,Smartphones;Living Room
P0009365,Product 9365,Description of Product 9365,769.41,Toys,1005,1003,Color:Red;Size:L,Sony,Living Room;Utensils
P0009366,Product 9366,Description of Product 9366,45.47,Furniture,1004,1002,Color:Brown;Size:XL;Material:Plastic,Ikea,Smartphones;Furniture
P0009367,Product 9367,Description of Product 9367,560.11,Home Appliances,1002,1001,Color:Black;Size:XL;Voltage:220V,LG,Home;Smartphones
P0009368,Product 9368,Description of Product 9368,823.55,Home Appliances,1002,1004,Color:Black;Size:XL;Voltage:110V,Ikea,Kitchen;Utensils
P0009369,Product 9369,Description of Product 9369,103.64,Electronics,1001,1003,Color:Black;Size:S,Samsung,Furniture;Living Room
P0009370,Product 9370,Description of Product 9370,157.63,Kitchen,1003,1005,Color:Blue;Size:S;Material:Wood,Panasonic,Gadgets;Furniture
P0009371,Product 9371,Description of Product 9371,734.06,Furniture,1004,1001,Color:Black;Size:L;Material:Wood,Panasonic,Gadgets;Smartphones
P0009372,Product 9372,Description of Product 9372,33.74,Books,1006,1004,Color:Blue;Size:L,Panasonic,Smartphones;Kitchen
P0009373,Product 9373,Description of Product 9373,113.87,Furniture,1004,,Color:Red;Size:XL;Material:Steel,Ikea,Utensils;Living Room
P0009374,Product 9374,Description of Product 9374,997.78,Toys,1005,1004,Color:Blue;Size:L,Samsung,Living Room;Smartphones
P0009375,Product 9375,Description of Product 9375,684.85,Electronics,1001,1001,Color:White;Size:S,Philips,Kitchen;Smartphones
P0009376,Product 9376,Description of Product 9376,555.02,Home Appliances,1002,1005,Color:Blue;Size:M;Voltage:110V,LG,Kitchen;Furniture
P0009377,Product 9377,Description of Product 9377,372.7,Toys,1005,1003,Color:Blue;Size:S,Panasonic,Smartphones;Gadgets
P0009378,Product 9378,Description of Product 9378,665.77,Books,1006,1002,Color:White;Size:M,LG,Smartphones;Electronics
P0009379,Product 9379,Description of Product 9379,797.31,Electronics,1001,1001,Color:Red;Size:XL,Samsung,Home;Kitchen
P0009380,Product 9380,Description of Product 9380,251.77,Kitchen,1003,1004,Color:Blue;Size:S;Material:Plastic,Ikea,Living Room;Smartphones
P0009381,Product 9381,Description of Product 9381,795.11,Electronics,1001,1001,Color:Blue;Size:L,Philips,Gadgets;Living Room
P0009382,Product 9382,Description of Product 9382,37.37,Books,1006,1005,Color:Blue;Size:XL,LG,Smartphones;Furniture
P0009383,Product 9383,Description of Product 9383,170.1,Kitchen,1003,,Color:Red;Size:S;Material:Steel,Ikea,Home;Living Room
P0009384,Product 9384,Description of Product 9384,491.11,Kitchen,1003,1002,Color:Blue;Size:L;Material:Steel,Philips,Living Room;Gadgets
P0009385,Product 9385,Description of Product 9385,105.78,Toys,1005,1004,Color:White;Size:L,Philips,Kitchen;Smartphones
P0009386,Product 9386,Description of Product 9386,618.12,Kitchen,1003,1004,Color:Brown;Size:S;Material:Plastic,Philips,Smartphones;Living Room
P0009387,Product 9387,Description of Product 9387,919.44,Books,1006,1001,Color:White;Size:XL,Sony,Gadgets;Home
P0009388,Product 9388,Description of Product 9388,276.28,Books,1006,1004,Color:White;Size:S,Sony,Utensils;Home
P0009389,Product 9389,Description of Product 9389,442.71,Home Appliances,1002,1002,Color:Red;Size:XL;Voltage:110V,Sony,Kitchen;Electronics
P0009390,Product 9390,Description of Product 9390,134.96,Home Appliances,1002,,Color:Red;Size:XL;Voltage:110V,Ikea,Electronics;Smartphones
P0009391,Product 9391,Description of Product 9391,937.42,Home Appliances,1002,1005,Color:Black;Size:L;Voltage:220V,Samsung,Utensils;Electronics
P0009392,Product 9392,Description of Product 9392,245.95,Toys,1005,,Color:Black;Size:L,Panasonic,Furniture;Utensils
P0009393,Product 9393,Description of Product 9393,516.65,Home Appliances,1002,1001,Color:Brown;Size:M;Voltage:220V,Panasonic,Living Room;Electronics
P0009394,Product 9394,Description of Product 9394,551.87,Toys,1005,1001,Color:Red;Size:M,Panasonic,Smartphones;Electronics
P0009395,Product 9395,Description of Product 9395,459.14,Kitchen,1003,1002,Color:Red;Size:M;Material:Steel,Panasonic,Smartphones;Living Room
P0009396,Product 9396,Description of Product 9396,664.87,Kitchen,1003,,Color:White;Size:L;Material:Wood,Panasonic,Home;Electronics
P0009397,Product 9397,Description of Product 9397,677.1,Toys,1005,,Color:Blue;Size:L,LG,Electronics;Utensils
P0009398,Product 9398,Description of Product 9398,988.45,Electronics,1001,1003,Color:Red;Size:S,LG,Smartphones;Furniture
P0009399,Product 9399,Description of Product 9399,119.91,Toys,1005,1002,Color:Red;Size:S,LG,Electronics;Home
P0009400,Product 9400,Description of Product 9400,667.23,Kitchen,1003,1002,Color:Black;Size:XL;Material:Steel,LG,Utensils;Living Room
P0009401,Product 9401,Description of Product 9401,634.98,Toys,1005,1004,Color:Red;Size:M,Panasonic,Electronics;Home
P0009402,Product 9402,Description of Product 9402,251.8,Toys,1005,,Color:Brown;Size:M,Panasonic,Gadgets;Furniture
P0009403,Product 9403,Description of Product 9403,497.91,Furniture,1004,1002,Color:Brown;Size:L;Material:Wood,Sony,Smartphones;Furniture
P0009404,Product 9404,Description of Product 9404,15.28,Furniture,1004,1004,Color:Black;Size:XL;Material:Steel,LG,Living Room;Smartphones
P0009405,Product 9405,Description of Product 9405,145.45,Toys,1005,,Color:White;Size:S,Philips,Gadgets;Utensils
P0009406,Product 9406,Description of Product 9406,488.19,Toys,1005,1001,Color:White;Size:L,LG,Gadgets;Kitchen
P0009407,Product 9407,Description of Product 9407,467.49,Toys,1005,,Color:Black;Size:M,Philips,Living Room;Furniture
P0009408,Product 9408,Description of Product 9408,593.97,Kitchen,1003,1001,Color:Brown;Size:S;Material:Steel,Panasonic,Smartphones;Living Room
P0009409,Product 9409,Description of Product 9409,652.94,Toys,1005,1001,Color:Blue;Size:S,Sony,Kitchen;Gadgets
P0009410,Product 9410,Description of Product 9410,66.27,Toys,1005,1005,Color:Black;Size:XL,Ikea,Kitchen;Living Room
P0009411,Product 9411,Description of Product 9411,445.86,Furniture,1004,1005,Color:White;Size:M;Material:Steel,Philips,Home;Smartphones
P0009412,Product 9412,Description of Product 9412,886.06,Furniture,1004,1004,Color:Black;Size:L;Material:Plastic,Sony,Utensils;Kitchen
P0009413,Product 9413,Description of Product 9413,783.93,Kitchen,1003,1001,Color:Brown;Size:M;Material:Wood,Philips,Living Room;Furniture
P0009414,Product 9414,Description of Product 9414,83.86,Home Appliances,1002,,Color:White;Size:S;Voltage:220V,Panasonic,Utensils;Furniture
P0009415,Product 9415,Description of Product 9415,308.8,Kitchen,1003,1005,Color:Blue;Size:XL;Material:Steel,Sony,Furniture;Utensils
P0009416,Product 9416,Description of Product 9416,697.96,Kitchen,1003,1004,Color:Black;Size:M;Material:Plastic,Samsung,Furniture;Kitchen
P0009417,Product 9417,Description of Product 9417,958.81,Furniture,1004,1002,Color:Red;Size:XL;Material:Plastic,Philips,Kitchen;Gadgets
P0009418,Product 9418,Description of Product 9418,166.79,Electronics,1001,1004,Color:Red;Size:XL,Ikea,Living Room;Utensils
P0009419,Product 9419,Description of Product 9419,208.34,Books,1006,1001,Color:Red;Size:M,Sony,Utensils;Living Room
P0009420,Product 9420,Description of Product 9420,833.14,Books,1006,1003,Color:Black;Size:XL,Samsung,Smartphones;Kitchen
P0009421,Product 9421,Description of Product 9421,157.91,Toys,1005,,Color:Black;Size:S,Philips,Home;Furniture
P0009422,Product 9422,Description of Product 9422,427.71,Electronics,1001,1004,Color:Blue;Size:S,Philips,Living Room;Kitchen
P0009423,Product 9423,Description of Product 9423,970.77,Toys,1005,1001,Color:Black;Size:M,Panasonic,Kitchen;Living Room
P0009424,Product 9424,Description of Product 9424,540.99,Furniture,1004,1005,Color:Black;Size:XL;Material:Steel,Sony,Kitchen;Electronics
P0009425,Product 9425,Description of Product 9425,909.45,Books,1006,1001,Color:White;Size:M,LG,Smartphones;Living Room
P0009426,Product 9426,Description of Product 9426,888.9,Kitchen,1003,1005,Color:Red;Size:S;Material:Plastic,LG,Furniture;Gadgets
P0009427,Product 9427,Description of Product 9427,392.8,Kitchen,1003,,Color:Brown;Size:XL;Material:Steel,Samsung,Home;Living Room
P0009428,Product 9428,Description of Product 9428,766.0,Electronics,1001,,Color:Red;Size:XL,Philips,Gadgets;Electronics
P0009429,Product 9429,Description of Product 9429,266.8,Kitchen,1003,,Color:Black;Size:L;Material:Steel,Samsung,Electronics;Gadgets
P0009430,Product 9430,Description of Product 9430,965.5,Home Appliances,1002,1004,Color:Blue;Size:S;Voltage:110V,LG,Electronics;Gadgets
P0009431,Product 9431,Description of Product 9431,158.47,Kitchen,1003,1002,Color:Blue;Size:XL;Material:Wood,Philips,Gadgets;Home
P0009432,Product 9432,Description of Product 9432,855.85,Toys,1005,1002,Color:Black;Size:XL,Panasonic,Kitchen;Smartphones
P0009433,Product 9433,Description of Product 9433,760.25,Toys,1005,1003,Color:Red;Size:M,Panasonic,Furniture;Smartphones
P0009434,Product 9434,Description of Product 9434,30.52,Toys,1005,1001,Color:White;Size:XL,Philips,Utensils;Gadgets
P0009435,Product 9435,Description of Product 9435,992.81,Books,1006,1001,Color:Red;Size:S,LG,Home;Smartphones
P0009436,Product 9436,Description of Product 9436,769.9,Books,1006,1002,Color:White;Size:S,Ikea,Kitchen;Electronics
P0009437,Product 9437,Description of Product 9437,113.49,Books,1006,,Color:Red;Size:M,Ikea,Home;Living Room
P0009438,Product 9438,Description of Product 9438,486.84,Furniture,1004,,Color:Brown;Size:XL;Material:Steel,LG,Kitchen;Living Room
P0009439,Product 9439,Description of Product 9439,975.11,Kitchen,1003,,Color:Red;Size:M;Material:Plastic,LG,Smartphones;Gadgets
P0009440,Product 9440,Description of Product 9440,142.5,Toys,1005,1004,Color:White;Size:XL,Panasonic,Home;Living Room
P0009441,Product 9441,Description of Product 9441,230.48,Home Appliances,1002,1001,Color:Red;Size:XL;Voltage:110V,Panasonic,Kitchen;Furniture
P0009442,Product 9442,Description of Product 9442,80.01,Electronics,1001,1003,Color:White;Size:M,Sony,Utensils;Home
P0009443,Product 9443,Description of Product 9443,397.07,Home Appliances,1002,1003,Color:White;Size:L;Voltage:110V,Ikea,Kitchen;Home
P0009444,Product 9444,Description of Product 9444,233.66,Furniture,1004,,Color:Red;Size:L;Material:Wood,LG,Home;Kitchen
P0009445,Product 9445,Description of Product 9445,300.4,Books,1006,1005,Color:White;Size:XL,Samsung,Furniture;Utensils
P0009446,Product 9446,Description of Product 9446,987.3,Kitchen,1003,1002,Color:Brown;Size:XL;Material:Steel,Sony,Kitchen;Electronics
P0009447,Product 9447,Description of Product 9447,927.69,Kitchen,1003,1003,Color:Blue;Size:L;Material:Wood,Sony,Smartphones;Furniture
P0009448,Product 9448,Description of Product 9448,988.16,Furniture,1004,1003,Color:Red;Size:S;Material:Steel,LG,Kitchen;Gadgets
P0009449,Product 9449,Description of Product 9449,736.47,Books,1006,1003,Color:Red;Size:M,Philips,Smartphones;Living Room
P0009450,Product 9450,Description of Product 9450,620.67,Furniture,1004,1002,Color:White;Size:L;Material:Plastic,Ikea,Home;Smartphones
P0009451,Product 9451,Description of Product 9451,482.59,Kitchen,1003,,Color:Brown;Size:M;Material:Plastic,Philips,Electronics;Living Room
P0009452,Product 9452,Description of Product 9452,438.39,Kitchen,1003,1001,Color:White;Size:XL;Material:Wood,Panasonic,Electronics;Living Room
P0009453,Product 9453,Description of Product 9453,283.31,Books,1006,1005,Color:Red;Size:S,LG,Living Room;Utensils
P0009454,Product 9454,Description of Product 9454,753.21,Furniture,1004,1003,Color:Blue;Size:M;Material:Steel,Philips,Kitchen;Gadgets
P0009455,Product 9455,Description of Product 9455,126.84,Home Appliances,1002,1004,Color:Brown;Size:S;Voltage:110V,Samsung,Home;Living Room
P0009456,Product 9456,Description of Product 9456,508.85,Kitchen,1003,1002,Color:Black;Size:M;Material:Wood,Philips,Home;Living Room
P0009457,Product 9457,Description of Product 9457,274.44,Toys,1005,1004,Color:Brown;Size:XL,Sony,Smartphones;Home
P0009458,Product 9458,Description of Product 9458,700.53,Toys,1005,1001,Color:Red;Size:L,Ikea,Smartphones;Electronics
P0009459,Product 9459,Description of Product 9459,393.37,Toys,1005,1005,Color:Black;Size:XL,Philips,Smartphones;Gadgets
P0009460,Product 9460,Description of Product 9460,144.51,Toys,1005,1002,Color:Brown;Size:XL,Samsung,Home;Smartphones
P0009461,Product 9461,Description of Product 9461,268.49,Electronics,1001,,Color:Blue;Size:M,Ikea,Smartphones;Electronics
P0009462,Product 9462,Description of Product 9462,112.18,Home Appliances,1002,1005,Color:Red;Size:L;Voltage:110V,Philips,Gadgets;Kitchen
P0009463,Product 9463,Description of Product 9463,819.17,Books,1006,1003,Color:Brown;Size:XL,Samsung,Kitchen;Home
P0009464,Product 9464,Description of Product 9464,562.77,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:220V,Samsung,Utensils;Kitchen
P0009465,Product 9465,Description of Product 9465,665.29,Furniture,1004,,Color:Black;Size:L;Material:Plastic,Sony,Living Room;Furniture
P0009466,Product 9466,Description of Product 9466,352.67,Electronics,1001,1005,Color:Blue;Size:M,Philips,Living Room;Home
P0009467,Product 9467,Description of Product 9467,22.35,Books,1006,1003,Color:Brown;Size:S,LG,Home;Smartphones
P0009468,Product 9468,Description of Product 9468,731.25,Furniture,1004,1001,Color:Black;Size:S;Material:Steel,Sony,Home;Utensils
P0009469,Product 9469,Description of Product 9469,768.08,Electronics,1001,,Color:Blue;Size:M,Sony,Electronics;Utensils
P0009470,Product 9470,Description of Product 9470,637.57,Kitchen,1003,1002,Color:White;Size:S;Material:Plastic,Samsung,Living Room;Smartphones
P0009471,Product 9471,Description of Product 9471,257.93,Electronics,1001,1005,Color:Red;Size:L,LG,Gadgets;Living Room
P0009472,Product 9472,Description of Product 9472,508.42,Kitchen,1003,1003,Color:Brown;Size:XL;Material:Wood,LG,Living Room;Electronics
P0009473,Product 9473,Description of Product 9473,397.84,Books,1006,1004,Color:Black;Size:L,Philips,Kitchen;Utensils
P0009474,Product 9474,Description of Product 9474,83.4,Electronics,1001,1005,Color:White;Size:XL,Samsung,Living Room;Gadgets
P0009475,Product 9475,Description of Product 9475,932.2,Furniture,1004,1003,Color:White;Size:M;Material:Steel,LG,Living Room;Utensils
P0009476,Product 9476,Description of Product 9476,246.58,Furniture,1004,1005,Color:White;Size:L;Material:Wood,LG,Gadgets;Electronics
P0009477,Product 9477,Description of Product 9477,695.3,Kitchen,1003,1004,Color:White;Size:M;Material:Wood,Samsung,Electronics;Gadgets
P0009478,Product 9478,Description of Product 9478,597.03,Books,1006,1005,Color:Brown;Size:S,Sony,Furniture;Home
P0009479,Product 9479,Description of Product 9479,876.16,Kitchen,1003,1001,Color:Red;Size:XL;Material:Plastic,Philips,Gadgets;Smartphones
P0009480,Product 9480,Description of Product 9480,542.82,Books,1006,1002,Color:Brown;Size:M,Philips,Smartphones;Electronics
P0009481,Product 9481,Description of Product 9481,891.84,Kitchen,1003,1001,Color:White;Size:XL;Material:Steel,Ikea,Home;Smartphones
P0009482,Product 9482,Description of Product 9482,176.83,Home Appliances,1002,,Color:Brown;Size:S;Voltage:110V,Philips,Kitchen;Utensils
P0009483,Product 9483,Description of Product 9483,282.58,Kitchen,1003,1001,Color:Blue;Size:L;Material:Steel,Panasonic,Electronics;Kitchen
P0009484,Product 9484,Description of Product 9484,72.56,Kitchen,1003,1004,Color:Brown;Size:XL;Material:Steel,Panasonic,Kitchen;Electronics
P0009485,Product 9485,Description of Product 9485,941.36,Furniture,1004,1002,Color:Blue;Size:S;Material:Plastic,Panasonic,Utensils;Living Room
P0009486,Product 9486,Description of Product 9486,487.88,Toys,1005,1004,Color:Blue;Size:L,Sony,Living Room;Gadgets
P0009487,Product 9487,Description of Product 9487,461.35,Furniture,1004,,Color:Red;Size:L;Material:Plastic,Ikea,Home;Smartphones
P0009488,Product 9488,Description of Product 9488,624.05,Toys,1005,1003,Color:White;Size:M,Panasonic,Living Room;Gadgets
P0009489,Product 9489,Description of Product 9489,718.31,Furniture,1004,,Color:Brown;Size:XL;Material:Wood,Philips,Smartphones;Gadgets
P0009490,Product 9490,Description of Product 9490,85.85,Home Appliances,1002,1001,Color:White;Size:L;Voltage:110V,Samsung,Furniture;Utensils
P0009491,Product 9491,Description of Product 9491,684.82,Electronics,1001,1002,Color:Blue;Size:XL,Philips,Utensils;Gadgets
P0009492,Product 9492,Description of Product 9492,236.69,Electronics,1001,1003,Color:Black;Size:S,LG,Gadgets;Utensils
P0009493,Product 9493,Description of Product 9493,529.43,Furniture,1004,1005,Color:Red;Size:S;Material:Plastic,Ikea,Smartphones;Home
P0009494,Product 9494,Description of Product 9494,734.41,Books,1006,1003,Color:Brown;Size:M,LG,Living Room;Smartphones
P0009495,Product 9495,Description of Product 9495,903.08,Toys,1005,1002,Color:Red;Size:M,Panasonic,Living Room;Furniture
P0009496,Product 9496,Description of Product 9496,328.8,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:220V,Panasonic,Utensils;Living Room
P0009497,Product 9497,Description of Product 9497,245.22,Electronics,1001,,Color:Brown;Size:M,Panasonic,Living Room;Furniture
P0009498,Product 9498,Description of Product 9498,926.21,Home Appliances,1002,1001,Color:Red;Size:XL;Voltage:220V,Sony,Gadgets;Home
P0009499,Product 9499,Description of Product 9499,129.63,Furniture,1004,,Color:Black;Size:S;Material:Plastic,Sony,Living Room;Electronics
P0009500,Product 9500,Description of Product 9500,20.74,Books,1006,1002,Color:Black;Size:M,Philips,Home;Smartphones
P0009501,Product 9501,Description of Product 9501,704.53,Home Appliances,1002,1003,Color:Black;Size:XL;Voltage:110V,Philips,Kitchen;Living Room
P0009502,Product 9502,Description of Product 9502,784.32,Kitchen,1003,1004,Color:White;Size:S;Material:Steel,Samsung,Furniture;Utensils
P0009503,Product 9503,Description of Product 9503,505.01,Kitchen,1003,1005,Color:Black;Size:M;Material:Plastic,Philips,Electronics;Gadgets
P0009504,Product 9504,Description of Product 9504,607.01,Kitchen,1003,1004,Color:Blue;Size:M;Material:Steel,LG,Home;Electronics
P0009505,Product 9505,Description of Product 9505,170.61,Books,1006,1004,Color:Blue;Size:S,Samsung,Living Room;Smartphones
P0009506,Product 9506,Description of Product 9506,635.79,Kitchen,1003,1004,Color:White;Size:XL;Material:Plastic,Philips,Kitchen;Utensils
P0009507,Product 9507,Description of Product 9507,293.7,Electronics,1001,1005,Color:Brown;Size:M,Sony,Kitchen;Home
P0009508,Product 9508,Description of Product 9508,16.18,Toys,1005,1002,Color:Black;Size:XL,Sony,Electronics;Living Room
P0009509,Product 9509,Description of Product 9509,534.71,Books,1006,1005,Color:Red;Size:XL,LG,Furniture;Smartphones
P0009510,Product 9510,Description of Product 9510,292.7,Toys,1005,1004,Color:Red;Size:L,Ikea,Utensils;Home
P0009511,Product 9511,Description of Product 9511,915.29,Books,1006,1001,Color:White;Size:XL,Panasonic,Utensils;Smartphones
P0009512,Product 9512,Description of Product 9512,163.15,Home Appliances,1002,1004,Color:White;Size:S;Voltage:110V,Ikea,Kitchen;Gadgets
P0009513,Product 9513,Description of Product 9513,77.45,Furniture,1004,1005,Color:Black;Size:L;Material:Steel,Philips,Gadgets;Living Room
P0009514,Product 9514,Description of Product 9514,516.46,Furniture,1004,1004,Color:Red;Size:M;Material:Steel,Samsung,Home;Electronics
P0009515,Product 9515,Description of Product 9515,380.53,Toys,1005,1001,Color:Brown;Size:L,Sony,Kitchen;Utensils
P0009516,Product 9516,Description of Product 9516,190.33,Furniture,1004,1003,Color:White;Size:S;Material:Plastic,Philips,Home;Living Room
P0009517,Product 9517,Description of Product 9517,812.42,Electronics,1001,1002,Color:Red;Size:XL,Philips,Furniture;Utensils
P0009518,Product 9518,Description of Product 9518,455.36,Toys,1005,1005,Color:Blue;Size:L,Philips,Living Room;Kitchen
P0009519,Product 9519,Description of Product 9519,26.1,Home Appliances,1002,,Color:Red;Size:L;Voltage:110V,Ikea,Living Room;Kitchen
P0009520,Product 9520,Description of Product 9520,655.74,Furniture,1004,1005,Color:White;Size:S;Material:Steel,Sony,Gadgets;Electronics
P0009521,Product 9521,Description of Product 9521,112.76,Kitchen,1003,1005,Color:Red;Size:L;Material:Steel,Samsung,Kitchen;Living Room
P0009522,Product 9522,Description of Product 9522,391.32,Toys,1005,,Color:Brown;Size:L,Samsung,Smartphones;Living Room
P0009523,Product 9523,Description of Product 9523,50.19,Furniture,1004,1001,Color:Red;Size:S;Material:Wood,Sony,Living Room;Electronics
P0009524,Product 9524,Description of Product 9524,140.81,Books,1006,1004,Color:Brown;Size:M,Ikea,Smartphones;Utensils
P0009525,Product 9525,Description of Product 9525,152.7,Furniture,1004,1004,Color:Brown;Size:M;Material:Plastic,Sony,Kitchen;Home
P0009526,Product 9526,Description of Product 9526,554.61,Toys,1005,1002,Color:White;Size:L,LG,Utensils;Furniture
P0009527,Product 9527,Description of Product 9527,439.5,Furniture,1004,1001,Color:Black;Size:L;Material:Steel,Samsung,Living Room;Smartphones
P0009528,Product 9528,Description of Product 9528,442.5,Kitchen,1003,1004,Color:White;Size:M;Material:Plastic,Ikea,Utensils;Smartphones
P0009529,Product 9529,Description of Product 9529,81.6,Electronics,1001,1002,Color:White;Size:M,Ikea,Furniture;Home
P0009530,Product 9530,Description of Product 9530,45.23,Books,1006,,Color:Red;Size:XL,Ikea,Home;Furniture
P0009531,Product 9531,Description of Product 9531,576.98,Toys,1005,1002,Color:Red;Size:XL,Ikea,Living Room;Electronics
P0009532,Product 9532,Description of Product 9532,686.4,Books,1006,1003,Color:Black;Size:M,Samsung,Electronics;Gadgets
P0009533,Product 9533,Description of Product 9533,66.25,Toys,1005,1004,Color:Black;Size:M,Panasonic,Smartphones;Utensils
P0009534,Product 9534,Description of Product 9534,310.39,Electronics,1001,1001,Color:Brown;Size:L,Sony,Electronics;Home
P0009535,Product 9535,Description of Product 9535,278.06,Furniture,1004,,Color:White;Size:S;Material:Plastic,Panasonic,Smartphones;Kitchen
